DOMAIN	SUPERGROUP	HIGHER_RANK	CLASS	ORDER	FAMILY	GENUS	NUTRITION	MORPHOLOGY	LOCOMOTION	HABITAT	REFERENCES	COMMENTS								
Eukaryota	Rhizaria	Cercozoa	Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	bacterivore	testate_cell_silica	gliding	marine	Howe et al. 2011									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sarcomonadea_X	Sarcomonadea_XX	Sarcomonadea_XXX	NA	NA	NA	NA										
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Cercomonadida_X	Cercomonadida_XX	NA	NA	NA	NA										
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Cercomonadidae	Cercomonadidae_X	NA	NA	gliding	soil_and_freshwater										
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Cercomonadidae	Cavernomonas	bacterivore	naked_flagellate	gliding	soil_and_freshwater	Bass et al. 2009b									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Cercomonadidae	Cercomonas	omnivore	naked_amoeboflagellate	gliding	soil_and_freshwater	"Bass et al. 2009b; Ekelund 1998; Flavin et al. 2000; Geisen et al. 2016"	Cercomonas, Eocercomonas and Neocercomonas were described as bacterivores, but evidence is accumulating towards an additional myco- and algophagy, so we consider them as omnivores, references given.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Cercomonadidae	Eocercomonas	omnivore	naked_amoeboflagellate	gliding	soil_and_freshwater	"Bass et al. 2009b; Ekelund 1998; Flavin et al. 2000; Geisen et al. 2016"	Cercomonas, Eocercomonas and Neocercomonas were described as bacterivores, but evidence is accumulating towards an additional myco- and algophagy, so we consider them as omnivores, references given.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Cercomonadidae	Filomonas	bacterivore	naked_amoeboflagellate	gliding	soil_and_freshwater	Cavalier Smith & Karpov 2012									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Cercomonadidae	Neocercomonas	omnivore	naked_amoeboflagellate	gliding	soil_and_freshwater	"Bass et al. 2009b; Ekelund 1998; Flavin et al. 2000; Geisen et al. 2016"	Cercomonas, Eocercomonas and Neocercomonas were described as bacterivores, but evidence is accumulating towards an additional myco- and algophagy, so we consider them as omnivores, references given.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonadidae_X	NA	naked_amoeboflagellate	NA	soil_and_freshwater										
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Paracercomonadidae	Brevimastigomonas	bacterivore	naked_amoeboflagellate	gliding	soil_and_freshwater	Bass et al. 2009b									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Paracercomonadidae	Phytocercomonas	NA	naked_amoeboflagellate	gliding	soil_and_freshwater	Ngo et al. 2018									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Paracercomonadidae	Metabolomonas	bacterivore	naked_amoeboflagellate	gliding	soil_and_freshwater	Brabender et al. 2012									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Paracercomonadidae	Nucleocercomonas	bacterivore	naked_amoeboflagellate	freely_swimming	soil_and_freshwater	Brabender et al. 2012									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	bacterivore	naked_amoeboflagellate	gliding	soil_and_freshwater	Bass et al. 2009b									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Glissomonadida_X	Glissomonadida_XX	NA	NA	NA	soil_and_freshwater		Only two environmental sequences of glissomonads stem from oceans. Since there are currently no described marine species, we consider them as soil/freshwater inhabitants.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X	bacterivore	naked_flagellate	gliding	soil_and_freshwater										
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_Group_Te	bacterivore	naked_flagellate	gliding	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Allapsidae	Allantion	bacterivore	naked_flagellate	gliding	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Allapsidae	Allapsa	bacterivore	naked_flagellate	gliding	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Allapsidae	Teretomonas	bacterivore	naked_flagellate	gliding	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Viridiraptoridae	Viridiraptoridae_X	eukaryvore	naked_amoeboflagellate	gliding	soil_and_freshwater		Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Viridiraptoridae	Viridiraptor	eukaryvore	naked_amoeboflagellate	gliding	soil_and_freshwater	Hess & Melkonian 2013	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Viridiraptoridae	Orciraptor	eukaryvore	naked_amoeboflagellate	gliding	soil_and_freshwater	Hess & Melkonian 2013	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Bodomorphidae	Bodomorphidae_X	bacterivore	naked_flagellate	gliding	soil_and_freshwater										
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Bodomorphidae	Bodomorpha	bacterivore	naked_flagellate	gliding	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Glissomonadida_Clade_T	Glissomonadida_Clade_T_X	NA	NA	NA	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Glissomonadida_Clade_Y	Glissomonadida_Clade_Y_X	NA	NA	NA	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Dujardinidae	Dujardinidae_X	bacterivore	naked_flagellate	gliding	soil_and_freshwater										
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Dujardinidae	Dujardina	bacterivore	naked_flagellate	gliding	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Proleptomonadidae	Proleptomonadidae_X	bacterivore	naked_flagellate	freely_swimming	soil_and_freshwater		Proleptomonas was described as osmotroph (Vickerman et al. 2002), but the ATCC strain is fed with bacteria.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Proleptomonadidae	Proleptomonas	bacterivore	naked_flagellate	freely_swimming	soil_and_freshwater	Vickerman et al. 2002	Proleptomonas was described as osmotroph (Vickerman et al. 2002), but the ATCC strain is fed with bacteria.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Sandonidae	Sandonidae_X	bacterivore	naked_flagellate	gliding	soil_and_freshwater										
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Sandonidae	Sandonidae_Clade_N_F_A	bacterivore	naked_flagellate	gliding	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Sandonidae	Flectomonas	bacterivore	naked_flagellate	gliding	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Sandonidae	Mollimonas	bacterivore	naked_flagellate	gliding	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Sandonidae	Neoheteromita	bacterivore	naked_flagellate	gliding	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Glissomonadida	Sandonidae	Sandona	bacterivore	naked_flagellate	gliding	soil_and_freshwater	Howe et al. 2009									
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Pansomonadida	Pansomonadida_X	Pansomonadida_XX	NA	naked_amoeboflagellate	gliding	soil_and_freshwater										
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Pansomonadida	Agitatidae	Agitatidae_X	NA	naked_amoeboflagellate	gliding	soil_and_freshwater										
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Pansomonadida	Agitatidae	Aurigamonas	omnivore	naked_amoeboflagellate	gliding	soil_and_freshwater	"Vickerman et al. 2005; Howe et al. 2011"	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Pansomonadida	Agitatidae	Agitata	bacterivore	naked_amoeboflagellate	gliding	soil_and_freshwater	Howe et al. 2011	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Sainouridea_X	Sainouridea_XX	bacterivore	NA	gliding	soil_and_freshwater		Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Sainouridae	Sainouridae_X	bacterivore	NA	gliding	soil_and_freshwater		Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Sainouridae	Cholamonas	bacterivore	naked_amoeboflagellate	gliding	soil_and_freshwater	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Sainouridae	Sainouron	bacterivore	naked_amoeboflagellate	gliding	soil_and_freshwater	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Sainouridae	Acantholus	bacterivore	naked_amoeba	gliding	soil_and_freshwater	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Sainouridae	Homocognatis	bacterivore	naked_amoeba	gliding	soil_and_freshwater	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Helkesimastigidae	Helkesimastigidae_X	bacterivore	naked_amoeba	gliding	soil_and_freshwater		Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Helkesimastigidae	Helkesimastix	bacterivore	naked_amoeba	gliding	soil_and_freshwater	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Guttulinopsidae	Guttulinopsidae_X	bacterivore	naked_amoeba	gliding	soil_and_freshwater		Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Guttulinopsidae	Olivorum	bacterivore	naked_amoeba	gliding	soil_and_freshwater	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Guttulinopsidae	Guttulinopsis	bacterivore	naked_amoeba	gliding	soil_and_freshwater	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Guttulinopsidae	Rosculus	bacterivore	naked_amoeba	gliding	soil_and_freshwater	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Guttulinopsidae	Puppisaman	bacterivore	naked_amoeba	gliding	soil_and_freshwater	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Thecofilosea_X	Thecofilosea_XX	Thecofilosea_XXX	NA	NA	NA	NA										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Phaeodarea_X	Phaeodarea_XX	omnivore	testate_cell_silica	freely_swimming	marine		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Metusettidae	Metusettidae_X	omnivore	testate_cell_silica	freely_swimming	marine		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Metusettidae	Gazeletta	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Challengeriidae	Challengeriidae_X	omnivore	testate_cell_silica	freely_swimming	marine		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Challengeriidae	Chalengeron	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Challengeriidae	Protcystis	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Challengeriidae	Entocannula	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Porospathidae	Porospathidae_X	omnivore	testate_cell_silica	freely_swimming	marine		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Porospathidae	Porospathis	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Tuscaroridae	Tuscaroridae_X	omnivore	testate_cell_silica	freely_swimming	marine		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Tuscaroridae	Tuscaretta	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulosphaeridae	Aulosphaerida_X	omnivore	testate_cell_silica	freely_swimming	marine		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulosphaeridae	Auloscena	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulosphaeridae	Aulosphaera	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Sagosphaeridae	Sagosphaeridae_X	omnivore	testate_cell_silica	freely_swimming	marine		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Sagosphaeridae	Sagoscena	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Medusettidae	Medusettidae_X	omnivore	testate_cell_silica	freely_swimming	marine		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Medusettidae	Medusetta	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Coelodendridae	Coelodendridae_X	omnivore	testate_cell_silica	freely_swimming	marine		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Coelodendridae	Coelodendrum	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Conchariidae	Conchariidae_X	omnivore	testate_cell_silica	freely_swimming	marine		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Conchariidae	Conchellium	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulacanthidae	Aulacanthidae_X	omnivore	testate_cell_silica	freely_swimming	marine		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulacanthidae	Aulacantha	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulacanthidae	Auloceros	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulacanthidae	Aulographis	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Phaeodinidae	Phaeodinidae_X	omnivore	testate_cell_silica	freely_swimming	marine		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Phaeodinidae	Phaeodina	omnivore	testate_cell_silica	freely_swimming	marine	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Cryomonadida_X	Cryomonadida_XX	NA	testate_cell_organic	NA	NA										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Cryothecomonadidae	Cryothecomonadidae_X	eukaryvore	testate_cell_organic	NA	marine										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Cryothecomonadidae	Cryothecomonas	eukaryvore	testate_cell_organic	NA	marine	"Cavalier Smith 1993; Thomsen et al. 1991"									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Protaspididae	Protaspididae_X	eukaryvore	testate_cell_organic	gliding	marine										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Protaspididae	Protaspa	eukaryvore	testate_cell_organic	gliding	marine	Howe et al. 2011									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Rhogostomidae_X	omnivore	testate_cell_organic	gliding	soil_and_freshwater										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Capsellina	omnivore	testate_cell_organic	gliding	soil_and_freshwater	"Howe et al. 2011; Dumack et al. 2017"									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Rhogostoma	omnivore	testate_cell_organic	gliding	soil_and_freshwater	Dumack et al. 2017a									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Sacciforma	omnivore	testate_cell_organic	gliding	soil_and_freshwater	Dumack et al. 2017a									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ventricleftida	Ventricleftida_X	Ventricleftida_XX	eukaryvore	testate_cell_organic	gliding	marine										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	eukaryvore	testate_cell_organic	gliding	marine										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ventricleftida	Ventrifissuridae	Verrucomonas	eukaryvore	testate_cell_organic	gliding	marine	Howe et al. 2011									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissura	eukaryvore	testate_cell_organic	gliding	marine	Howe et al. 2011									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebriida_X	Ebriida_XX	NA	NA	NA	NA										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebridea	Ebridea_X	NA	NA	NA	NA										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebridea	Ebriidea_TAGIRI_1_2	NA	NA	NA	NA	Hoppenrath & Leander 2006									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebriacea	Ebriacea_X	NA	NA	freely_swimming	marine	Howe et al. 2011									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebriacea	Ebria	eukaryvore	testate_cell_silica	freely_swimming	marine	"Hoppenrath & Leander 2006; Howe et al. 2011"	Ebria do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.								
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebriacea	Botuliforma	NA	testate_cell_organic	freely_swimming	marine	Chantangsi & Leander 2010a									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Tectofilosida_X	Tectofilosida_XX	eukaryvore	testate_cell_organic	gliding	NA										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Pseudodifflugiidae	Pseudodifflugiidae_X	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Pseudodifflugiidae	Pseudodifflugia	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	"Howe et al. 2011; Wylezich et al. 2002"									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Rhizaspididae	Rhizaspididae_X	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Rhizaspididae	Rhizaspis	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	Dumack et al. 2017a									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Fiscullidae	Fiscullidae_X	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Fiscullidae	Fisculla	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	Dumack et al. 2017b									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Chlamydophryidae	Chlamydophryidae_X	eukaryvore	testate_cell_organic	gliding	NA										
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Chlamydophryidae	Lecythium	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	Dumack et al. 2017b									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Chlamydophryidae	Diaphoropodon	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	Dumack et al. 2017c									
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Chlamydophryidae	Trachyrhizium	eukaryvore	testate_cell_organic	gliding	marine	Shiratori & Ishida 2016									
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
